arm,rep,problem,solved,proof_lines,proof_decls,checks_pre_nudge,end,nudges,gave_up,ever_green_full,cost_full_first_green,spend_full,turns,tokens_in,tokens_out,tokens_cache_read,lean_check,check_snippet,grep_mathlib,search_mathlib,read,write,edit,spawn_calls,workers,worker_spend,add_fact,add_fact_workers,compactions
snippetonly,1,fatex_88,0,,,9,completed,17,1,0,,0.33752,122,146878,664397,46760704,17,71,0,0,7,10,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_89,1,806,7,12,completed,0,0,1,0.23195,0.23692,123,194918,373630,37505920,12,82,0,0,18,1,21,0,0,0.00000,0,0,0
snippetonly,1,fatex_90,0,,,71,budget_exceeded,0,0,0,,1.00257,321,314538,1448486,197485312,71,93,0,0,34,20,103,0,0,0.00000,0,0,1
snippetonly,1,fatex_91,0,,,40,budget_exceeded,3,1,0,,1.00363,354,344848,1673754,173820800,83,155,0,0,41,3,92,0,0,0.00000,0,0,1
snippetonly,1,fatex_92,0,,,13,budget_exceeded,9,1,0,,1.00125,556,510163,1000771,232003840,23,460,0,0,32,7,26,0,0,0.00000,0,0,1
snippetonly,1,fatex_93,0,,,1,completed,13,1,0,,0.10604,37,35427,294242,6676224,5,16,0,0,2,0,0,0,0,0.00000,0,0,0
snippetonly,1,fatex_94,0,,,4,completed,15,1,0,,0.24052,173,173737,405041,36708736,9,133,0,0,9,3,4,0,0,0.00000,0,0,0
snippetonly,1,fatex_95,0,,,98,budget_exceeded,0,0,0,,1.00116,388,544483,1324882,197843968,98,58,0,0,90,4,146,0,0,0.00000,0,0,1
snippetonly,1,fatex_96,0,,,65,budget_exceeded,2,0,0,,1.01221,298,391033,1843005,157650048,65,102,0,0,31,6,88,0,0,0.00000,0,0,1
snippetonly,1,fatex_97,0,,,19,budget_exceeded,0,0,0,,1.00024,479,203062,1327759,214300032,19,12,0,0,4,437,7,0,0,0.00000,0,0,1
snippetonly,1,fatex_98,0,,,15,completed,5,1,0,,0.44436,157,234848,726832,74273152,17,96,0,0,12,5,24,0,0,0.00000,0,0,0
snippetonly,1,fatex_100,0,,,50,completed,16,1,0,,0.75888,268,338915,1114364,142646016,55,91,0,0,51,2,53,0,0,0.00000,0,0,1
snippetonly,2,fatex_1,1,241,9,4,completed,0,0,1,0.03555,0.03724,21,25950,104220,1578752,4,10,0,0,2,1,3,0,0,0.00000,0,0,0
snippetonly,2,fatex_3,1,421,10,1,completed,0,0,1,0.12265,0.12496,89,70246,285566,12560896,1,82,0,0,7,1,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_4,1,288,1,7,completed,0,0,1,0.09538,0.09787,69,89953,202183,10238592,7,48,0,0,10,2,6,0,0,0.00000,0,0,0
snippetonly,2,fatex_5,1,438,4,4,completed,0,0,1,0.07787,0.07970,47,40993,199420,6473600,4,29,0,0,9,1,3,0,0,0.00000,0,0,0
snippetonly,2,fatex_6,1,1885,27,91,completed,2,0,1,0.78199,0.79998,374,294260,744920,196500736,92,86,0,0,81,2,108,0,0,0.00000,0,0,1
snippetonly,2,fatex_7,1,309,8,4,completed,0,0,1,0.06684,0.06971,63,46275,158011,6780288,4,50,0,0,4,1,3,0,0,0.00000,0,0,0
snippetonly,2,fatex_8,1,436,9,1,completed,0,0,1,0.05064,0.05193,67,48254,116686,4464896,1,60,0,0,7,1,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_9,1,224,3,7,completed,0,0,1,0.14249,0.14636,89,110204,276129,19148288,7,65,0,0,10,2,4,0,0,0.00000,0,0,0
snippetonly,2,fatex_10,1,632,32,5,completed,0,0,1,0.34450,0.34878,192,164569,512289,65107200,5,180,0,0,9,1,4,0,0,0.00000,0,0,0
snippetonly,2,fatex_11,1,606,23,13,completed,0,0,1,0.22732,0.23174,119,138305,384393,37411456,13,59,0,0,32,4,10,0,0,0.00000,0,0,0
snippetonly,2,fatex_12,1,722,53,30,completed,0,0,1,0.28459,0.28991,209,162697,384910,56915200,30,125,0,0,22,1,31,0,0,0.00000,0,0,0
snippetonly,2,fatex_14,1,194,3,1,completed,0,0,1,0.03927,0.04031,35,30852,107072,2146432,1,27,0,0,6,1,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_16,1,513,14,11,completed,0,0,1,0.27131,0.27701,122,137731,488343,43209856,11,103,0,0,8,4,8,0,0,0.00000,0,0,0
snippetonly,2,fatex_17,0,,,24,budget_exceeded,2,0,0,,1.08731,325,1142831,1666817,164503424,24,225,0,0,33,2,39,0,0,0.00000,0,0,1
snippetonly,2,fatex_18,0,,,38,completed,34,1,0,,0.94558,417,426047,1211817,195223936,54,251,0,0,28,1,47,0,0,0.00000,0,0,1
snippetonly,2,fatex_19,0,,,82,budget_exceeded,0,0,0,,1.00072,467,336611,1058261,234744832,82,233,0,0,58,3,90,0,0,0.00000,0,0,1
snippetonly,2,fatex_20,1,903,21,14,completed,2,0,1,0.34786,0.37070,147,216595,566857,64875648,16,89,0,0,20,5,15,0,0,0.00000,0,0,0
snippetonly,2,fatex_21,1,108,1,1,completed,0,0,1,0.05459,0.05592,40,42090,140247,3840768,1,32,0,0,8,1,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_22,1,674,25,5,completed,0,0,1,0.24541,0.25112,114,162309,439247,37646336,5,100,0,0,7,1,2,0,0,0.00000,0,0,0
snippetonly,2,fatex_24,0,,,105,budget_exceeded,0,0,0,,1.00301,444,269126,899043,254858624,105,221,0,0,56,7,55,0,0,0.00000,0,0,1
snippetonly,2,fatex_25,0,,,33,budget_exceeded,1,0,0,,1.03785,250,389976,2386283,112533760,33,96,0,0,50,7,61,0,0,0.00000,0,0,1
snippetonly,2,fatex_26,1,1278,15,40,completed,1,0,1,0.58712,0.59043,278,406222,734774,117080192,41,142,0,0,45,3,43,0,0,0.00000,0,0,1
snippetonly,2,fatex_27,1,1076,10,38,completed,12,0,1,0.57721,0.61929,302,412840,790148,121518208,50,101,0,0,68,3,64,0,0,0.00000,0,0,1
snippetonly,2,fatex_28,0,,,3,completed,11,1,0,,0.30607,130,168758,572285,43643520,3,108,0,0,5,1,2,0,0,0.00000,0,0,0
snippetonly,2,fatex_29,1,96,2,3,completed,0,0,1,0.03517,0.03617,48,59220,76864,2269568,3,36,0,0,5,2,1,0,0,0.00000,0,0,0
snippetonly,2,fatex_30,1,123,5,1,completed,0,0,1,0.02828,0.02871,22,13072,84533,1148288,1,18,0,0,1,1,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_31,0,,,56,budget_exceeded,1,1,0,,1.00068,470,423441,1269516,209261056,69,230,0,0,72,4,94,0,0,0.00000,0,0,1
snippetonly,2,fatex_32,0,,,7,completed,24,1,0,,0.52801,172,281353,1040842,70422016,29,103,0,0,11,3,4,0,0,0.00000,0,0,1
snippetonly,2,fatex_33,1,829,18,29,completed,2,0,1,0.62834,0.63873,279,353433,717245,138721792,31,164,0,0,57,2,32,0,0,0.00000,0,0,1
snippetonly,2,fatex_34,0,,,53,completed,12,1,0,,0.91201,276,280396,1582319,153464576,56,85,0,0,14,59,50,0,0,0.00000,0,0,1
snippetonly,2,fatex_35,1,270,2,2,completed,0,0,1,0.03763,0.03915,26,28677,107170,1831168,2,15,0,0,6,1,1,0,0,0.00000,0,0,0
snippetonly,2,fatex_36,1,548,13,4,completed,0,0,1,0.24511,0.25340,145,184200,385957,42695680,4,127,0,0,10,1,3,0,0,0.00000,0,0,0
snippetonly,2,fatex_37,0,,,56,budget_exceeded,1,1,0,,1.00201,409,479894,1307173,203147904,67,159,0,0,65,5,112,0,0,0.00000,0,0,1
snippetonly,2,fatex_38,1,171,10,1,completed,1,0,1,0.09128,0.09536,52,51582,234840,7993216,2,41,0,0,6,1,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_39,1,152,1,2,completed,0,0,1,0.08330,0.08502,82,81608,166522,9632256,2,72,0,0,4,1,2,0,0,0.00000,0,0,0
snippetonly,2,fatex_40,1,778,20,13,completed,0,0,1,0.24890,0.25411,119,150031,440963,39155200,13,84,0,0,10,1,12,0,0,0.00000,0,0,0
snippetonly,2,fatex_41,0,,,62,budget_exceeded,1,0,0,,1.00012,382,391270,1387128,198907776,62,121,0,0,75,0,121,0,0,0.00000,0,0,1
snippetonly,2,fatex_42,1,1069,60,20,completed,0,0,1,0.25736,0.26213,141,132796,437555,43224320,20,80,0,0,17,2,24,0,0,0.00000,0,0,0
snippetonly,2,fatex_43,0,,,5,completed,16,1,0,,0.13217,136,110161,226850,19010688,6,99,0,0,15,4,1,0,0,0.00000,0,0,0
snippetonly,2,fatex_44,0,,,70,budget_exceeded,0,0,0,,1.00091,421,486845,1261766,206947968,70,138,0,0,79,5,128,0,0,0.00000,0,0,1
snippetonly,2,fatex_45,0,,,17,budget_exceeded,2,1,0,,1.00395,407,424593,1327820,204541056,65,117,0,0,45,99,80,0,0,0.00000,0,0,1
snippetonly,2,fatex_46,1,626,18,11,completed,0,0,1,0.32803,0.33374,196,180789,442499,65901952,11,144,0,0,23,3,15,0,0,0.00000,0,0,0
snippetonly,2,fatex_47,0,,,117,budget_exceeded,0,0,0,,1.00091,521,371911,817628,257110272,117,171,0,0,84,3,146,0,0,0.00000,0,0,1
snippetonly,2,fatex_48,1,321,11,2,completed,0,0,1,0.06506,0.06722,78,72014,138283,6577536,2,69,0,0,5,1,1,0,0,0.00000,0,0,0
snippetonly,2,fatex_49,1,230,1,3,completed,0,0,1,0.02878,0.03085,23,14790,86754,1601280,3,11,0,0,6,1,2,0,0,0.00000,0,0,0
snippetonly,2,fatex_50,1,1527,42,94,completed,2,0,1,0.84950,0.87662,490,512074,838378,203638784,98,143,0,0,105,6,141,0,0,0.00000,0,0,1
snippetonly,2,fatex_51,1,155,7,3,completed,0,0,1,0.04933,0.05156,57,72000,102485,4567424,3,58,0,0,5,1,2,0,0,0.00000,0,0,0
snippetonly,2,fatex_52,1,218,2,2,completed,0,0,1,0.05748,0.06415,42,40183,160137,4887552,2,30,0,0,5,3,2,0,0,0.00000,0,0,0
snippetonly,2,fatex_53,1,1035,103,67,completed,0,0,1,0.60231,0.61175,324,231995,576278,149252864,67,107,0,0,35,1,114,0,0,0.00000,0,0,0
snippetonly,2,fatex_54,1,139,6,1,completed,0,0,1,0.03069,0.03122,22,16406,91563,1172480,1,18,0,0,1,1,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_55,1,576,12,8,completed,0,0,1,0.15709,0.16233,86,150365,310419,19415296,8,58,0,0,11,1,7,0,0,0.00000,0,0,0
snippetonly,2,fatex_56,0,,,11,budget_exceeded,98,1,0,,1.00078,397,363799,1273350,211897088,143,115,0,0,18,7,18,0,0,0.00000,0,0,1
snippetonly,2,fatex_57,1,378,9,4,completed,0,0,1,0.06276,0.06483,50,38406,164723,4759296,4,34,0,0,9,1,3,0,0,0.00000,0,0,0
snippetonly,2,fatex_58,1,448,11,24,completed,0,0,1,0.41980,0.43303,221,254564,504918,91435008,24,139,0,0,27,3,28,0,0,0.00000,0,0,0
snippetonly,2,fatex_59,1,410,19,6,completed,0,0,1,0.08953,0.09222,79,80221,196860,9238400,6,52,0,0,10,1,9,0,0,0.00000,0,0,0
snippetonly,2,fatex_61,0,,,47,budget_exceeded,2,1,0,,1.00218,555,444268,1120710,223637376,80,313,0,0,44,2,116,0,0,0.00000,0,0,1
snippetonly,2,fatex_62,0,,,54,budget_exceeded,1,1,0,,1.00043,557,429009,870981,248747136,100,282,0,0,51,6,118,0,0,0.00000,0,0,1
snippetonly,2,fatex_64,0,,,14,completed,19,1,0,,0.25073,155,103186,400473,44340480,39,47,0,0,11,37,1,0,0,0.00000,0,0,0
snippetonly,2,fatex_65,0,,,32,budget_exceeded,2,1,0,,1.00146,474,495493,1039515,228937600,79,188,0,0,53,5,168,0,0,0.00000,0,0,1
snippetonly,2,fatex_66,0,,,35,completed,22,1,0,,0.82055,351,310841,1347254,142786560,140,2,0,0,42,47,102,0,0,0.00000,0,0,1
snippetonly,2,fatex_67,1,259,10,1,completed,0,0,1,0.09152,0.09252,64,47071,216440,9044864,1,58,0,0,3,1,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_68,1,694,14,6,completed,0,0,1,0.23605,0.23952,118,146603,432998,34912000,6,111,0,0,11,2,6,0,0,0.00000,0,0,0
snippetonly,2,fatex_69,0,,,64,budget_exceeded,1,0,0,,1.00219,447,519808,1162224,215712768,64,276,0,0,42,5,80,0,0,0.00000,0,0,1
snippetonly,2,fatex_70,1,67,1,1,completed,0,0,1,0.01173,0.01204,11,19522,30330,290688,1,7,0,0,1,0,1,0,0,0.00000,0,0,0
snippetonly,2,fatex_71,0,,,3,completed,21,1,0,,0.31187,193,121822,490835,56206976,17,134,0,0,7,0,13,0,0,0.00000,0,0,0
snippetonly,2,fatex_72,0,,,10,completed,25,1,0,,0.39282,211,193364,494011,81223552,37,115,0,0,14,2,21,0,0,0.00000,0,0,0
snippetonly,2,fatex_73,0,,,5,budget_exceeded,2,1,0,,1.00250,471,297612,621973,280956672,411,51,0,0,5,0,3,0,0,0.00000,0,0,0
snippetonly,2,fatex_74,0,,,4,budget_exceeded,128,1,0,,1.00006,628,450759,765082,258118528,166,272,0,0,15,2,53,0,0,0.00000,0,0,1
snippetonly,2,fatex_76,1,453,16,12,completed,0,0,1,0.17626,0.18575,97,183973,319371,25203328,12,62,0,0,16,2,8,0,0,0.00000,0,0,0
snippetonly,2,fatex_78,0,,,5,completed,11,1,0,,0.13100,98,81298,290031,13715968,7,67,0,0,7,2,3,0,0,0.00000,0,0,0
snippetonly,2,fatex_79,0,,,4,completed,16,1,0,,0.22163,197,212754,282861,40231552,9,164,0,0,3,3,1,0,0,0.00000,0,0,0
snippetonly,2,fatex_80,0,,,2,completed,13,1,0,,0.17759,105,95002,366967,21977216,7,81,0,0,9,0,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_82,0,,,3,completed,20,1,0,,0.25676,188,139574,424665,42253056,10,147,0,0,9,3,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_83,1,314,7,13,completed,0,0,1,0.11616,0.12008,131,151299,178317,17488768,13,98,0,0,7,1,11,0,0,0.00000,0,0,0
snippetonly,2,fatex_84,1,215,1,1,completed,0,0,1,0.15259,0.15587,61,71976,367452,15324928,1,57,0,0,3,1,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_85,0,,,3,budget_exceeded,2,1,0,,1.00127,539,284547,536954,289675136,348,186,0,0,4,0,0,0,0,0.00000,0,0,0
snippetonly,2,fatex_86,0,,,12,completed,23,1,0,,0.82788,393,411302,1249374,150170624,29,279,0,0,20,38,4,0,0,0.00000,0,0,1
snippetonly,2,fatex_87,0,,,18,budget_exceeded,4,1,0,,1.00167,227,723482,2143924,107172992,21,131,0,0,16,51,7,0,0,0.00000,0,0,2
snippetonly,2,fatex_88,0,,,1,completed,8,1,0,,0.49107,130,299563,784416,81962624,10,90,0,0,12,3,7,0,0,0.00000,0,0,0
snippetonly,2,fatex_89,1,494,11,6,completed,0,0,1,0.22545,0.23362,129,222089,363754,35957120,6,89,0,0,28,3,4,0,0,0.00000,0,0,0
snippetonly,2,fatex_90,0,,,51,budget_exceeded,1,1,0,,1.00082,550,449219,1037323,231240960,157,248,0,0,51,5,88,0,0,0.00000,0,0,1
snippetonly,2,fatex_91,1,2090,101,77,completed,0,0,1,0.93649,0.93960,451,481469,1044885,207010176,77,171,0,0,74,9,119,0,0,0.00000,0,0,1
snippetonly,2,fatex_92,0,,,3,completed,21,1,0,,0.30535,270,184759,409568,58859008,15,213,0,0,8,1,12,0,0,0.00000,0,0,0
snippetonly,2,fatex_93,0,,,5,budget_exceeded,1,1,0,,1.00007,511,261196,582967,285811200,445,49,0,0,13,1,2,0,0,0.00000,0,0,0
snippetonly,2,fatex_94,0,,,8,budget_exceeded,2,1,0,,1.00188,447,265270,669689,277582208,387,48,0,0,10,2,2,0,0,0.00000,0,0,0
snippetonly,2,fatex_95,0,,,103,budget_exceeded,2,0,0,,1.00382,307,614264,1489010,178891520,103,2,0,0,55,24,121,0,0,0.00000,0,0,1
snippetonly,2,fatex_96,0,,,29,completed,16,1,0,,0.75680,328,305717,1114720,143526528,87,91,0,0,34,13,85,0,0,0.00000,0,0,1
snippetonly,2,fatex_97,0,,,0,budget_exceeded,0,0,0,,1.00146,526,202839,1298933,217627520,0,63,0,0,7,456,12,0,0,0.00000,0,0,1
snippetonly,2,fatex_98,0,,,48,budget_exceeded,3,1,0,,1.00002,445,571333,1150881,213493632,113,111,0,0,60,6,153,0,0,0.00000,0,0,1
snippetonly,2,fatex_100,0,,,53,budget_exceeded,1,1,0,,1.00148,578,434893,1086420,227284096,56,387,0,0,48,4,80,0,0,0.00000,0,0,1
snippet,1,fatex_1,1,201,1,1,completed,0,0,1,0.05551,0.05619,59,62961,118084,5112448,1,32,34,0,9,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_3,1,370,5,11,completed,0,0,1,0.16253,0.16720,112,141687,260631,26568064,11,18,50,0,33,1,19,0,0,0.00000,0,0,0
snippet,1,fatex_4,1,276,6,4,completed,0,0,1,0.08240,0.08448,81,109393,148420,9860480,4,12,66,0,19,3,1,0,0,0.00000,0,0,0
snippet,1,fatex_5,1,166,1,4,completed,0,0,1,0.09407,0.09638,64,103098,191642,10101376,4,20,42,0,17,1,4,0,0,0.00000,0,0,0
snippet,1,fatex_6,1,260,8,3,completed,0,0,1,0.07635,0.07860,69,109081,141022,8513920,3,28,56,0,7,1,2,0,0,0.00000,0,0,0
snippet,1,fatex_7,1,32,1,1,completed,0,0,1,0.03031,0.03124,32,50952,64562,2154112,1,3,50,0,9,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_8,1,118,1,1,completed,0,0,1,0.02526,0.02574,29,55624,51807,1229952,1,8,20,0,6,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_9,1,253,6,3,completed,0,0,1,0.12513,0.12816,47,139024,284530,10368384,3,4,43,0,13,4,3,0,0,0.00000,0,0,0
snippet,1,fatex_10,1,789,27,29,completed,0,0,1,0.39784,0.40531,217,256058,461216,85829120,29,58,122,0,40,2,31,0,0,0.00000,0,0,0
snippet,1,fatex_11,1,450,24,8,completed,0,0,1,0.19103,0.19646,103,112526,349503,29588608,8,56,57,0,11,1,7,0,0,0.00000,0,0,0
snippet,1,fatex_12,1,710,38,10,completed,0,0,1,0.36677,0.37481,246,252502,421757,79059072,10,101,103,0,42,1,16,0,0,0.00000,0,0,0
snippet,1,fatex_14,1,105,2,1,completed,0,0,1,0.03367,0.03417,43,49451,71051,2625152,1,6,35,0,17,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_16,1,308,6,5,completed,0,0,1,0.24110,0.24787,184,188466,375117,41591168,5,48,137,0,39,1,4,0,0,0.00000,0,0,0
snippet,1,fatex_17,1,1129,63,38,completed,1,0,1,0.77757,0.77983,352,329762,734029,188619520,39,142,99,0,50,1,50,0,0,0.00000,0,0,1
snippet,1,fatex_18,0,,,62,completed,12,1,0,,0.98420,422,524760,1235084,201754368,72,87,88,0,75,1,101,0,0,0.00000,0,0,1
snippet,1,fatex_19,0,,,28,budget_exceeded,0,0,0,,1.00187,512,555720,1116701,218356352,28,171,132,0,143,5,104,0,0,0.00000,0,0,1
snippet,1,fatex_20,0,,,54,budget_exceeded,1,0,0,,1.00040,421,579931,1366432,191645568,54,109,232,0,58,10,61,0,0,0.00000,0,0,1
snippet,1,fatex_21,1,61,1,1,completed,0,0,1,0.03604,0.03720,25,44190,90483,2028160,1,6,23,0,7,0,1,0,0,0.00000,0,0,0
snippet,1,fatex_22,1,128,3,3,completed,0,0,1,0.05541,0.05704,60,97570,93202,6173568,3,18,49,0,9,2,2,0,0,0.00000,0,0,0
snippet,1,fatex_24,0,,,62,budget_exceeded,0,0,0,,1.00283,531,522162,967174,235328384,62,84,89,0,126,8,194,0,0,0.00000,0,0,1
snippet,1,fatex_25,1,1566,115,72,completed,2,0,1,0.80878,0.83074,456,436529,934341,181432192,75,133,116,0,67,5,88,0,0,0.00000,0,0,1
snippet,1,fatex_26,1,624,9,6,completed,0,0,1,0.29548,0.30240,189,182555,392128,59657856,6,89,134,0,23,1,5,0,0,0.00000,0,0,0
snippet,1,fatex_27,1,375,5,10,completed,0,0,1,0.13135,0.13588,101,127398,231981,18961280,10,30,65,0,21,1,10,0,0,0.00000,0,0,0
snippet,1,fatex_28,0,,,15,completed,12,1,0,,0.50704,174,200601,757622,95292672,24,57,84,0,19,5,17,0,0,0.00000,0,0,0
snippet,1,fatex_29,1,105,3,1,completed,0,0,1,0.05912,0.06062,105,109926,69191,9233664,1,20,101,0,14,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_30,1,96,1,1,completed,0,0,1,0.03099,0.03206,28,42783,75945,1715712,1,7,31,0,8,0,1,0,0,0.00000,0,0,0
snippet,1,fatex_31,0,,,50,budget_exceeded,0,0,0,,1.00159,529,474392,1084106,225580928,50,272,109,0,51,7,74,0,0,0.00000,0,0,1
snippet,1,fatex_32,0,,,9,budget_exceeded,14,1,0,,1.00110,454,512260,1188210,213102464,157,47,226,0,59,7,58,0,0,0.00000,0,0,1
snippet,1,fatex_33,0,,,45,completed,11,0,0,,0.89430,220,561669,1693773,121930880,45,53,78,0,27,27,21,0,0,0.00000,0,0,1
snippet,1,fatex_34,1,443,10,14,completed,1,0,1,0.55523,0.57295,201,322661,794357,109054720,17,77,82,0,33,7,13,0,0,0.00000,0,0,1
snippet,1,fatex_35,1,6,1,1,completed,0,0,1,0.00372,0.00382,6,4342,10890,57728,1,0,2,0,2,0,1,0,0,0.00000,0,0,0
snippet,1,fatex_36,1,227,6,1,completed,0,0,1,0.10639,0.10832,106,108416,178607,15404160,1,29,74,0,31,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_37,0,,,87,budget_exceeded,0,0,0,,1.00151,466,488360,1017015,231562880,87,143,123,0,48,1,119,0,0,0.00000,0,0,1
snippet,1,fatex_38,1,275,28,17,completed,0,0,1,0.28092,0.28621,219,174184,354265,58081920,17,99,87,0,31,4,14,0,0,0.00000,0,0,0
snippet,1,fatex_39,1,119,1,1,completed,1,0,1,0.15379,0.16134,89,177432,305075,18243968,2,15,75,0,30,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_40,1,132,4,3,completed,0,0,1,0.06072,0.06251,61,102166,105673,6649728,3,18,52,0,15,1,1,0,0,0.00000,0,0,0
snippet,1,fatex_41,1,1308,41,70,completed,1,0,1,0.78574,0.79233,357,387854,886973,174884480,72,27,122,0,73,6,93,0,0,0.00000,0,0,1
snippet,1,fatex_42,1,1070,57,20,completed,0,0,1,0.31141,0.31507,172,176216,440625,59651456,20,61,52,0,24,2,35,0,0,0.00000,0,0,0
snippet,1,fatex_43,0,,,6,completed,20,1,0,,0.12969,122,107785,236158,17311232,10,20,72,0,36,9,0,0,0,0.00000,0,0,0
snippet,1,fatex_44,0,,,75,budget_exceeded,0,0,0,,1.00118,392,601752,1261875,201289728,76,62,84,0,80,10,112,0,0,0.00000,0,0,1
snippet,1,fatex_45,0,,,65,budget_exceeded,0,0,0,,1.00041,468,550958,1137783,215964288,65,126,129,0,91,10,113,0,0,0.00000,0,0,1
snippet,1,fatex_46,1,60,1,1,completed,0,0,1,0.01849,0.01892,17,53084,33158,785920,1,3,18,0,4,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_47,1,1147,67,36,completed,0,0,1,0.56414,0.57143,316,325944,518791,135906560,36,97,113,0,47,4,59,0,0,0.00000,0,0,0
snippet,1,fatex_48,1,197,7,4,completed,0,0,1,0.07426,0.07932,76,118669,121694,10227328,4,37,38,0,12,1,5,0,0,0.00000,0,0,0
snippet,1,fatex_49,1,169,8,1,completed,0,0,1,0.04183,0.04248,28,62468,99088,2139008,1,4,32,0,9,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_50,1,1292,22,46,completed,2,0,1,0.61537,0.66524,351,470779,796930,134354048,52,50,140,0,91,8,76,0,0,0.00000,0,0,1
snippet,1,fatex_51,1,90,4,2,completed,0,0,1,0.04355,0.04499,52,95220,65646,4743680,2,17,36,0,13,1,1,0,0,0.00000,0,0,0
snippet,1,fatex_52,1,115,2,1,completed,0,0,1,0.05439,0.05524,52,100576,103086,4391424,1,10,43,0,13,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_53,1,918,47,138,completed,1,0,1,0.94435,0.95160,556,464197,818616,234785408,139,82,120,0,84,2,158,0,0,0.00000,0,0,1
snippet,1,fatex_54,1,94,2,1,completed,0,0,1,0.02663,0.02717,21,46326,63708,1016704,1,4,18,0,5,2,0,0,0,0.00000,0,0,0
snippet,1,fatex_55,1,276,1,6,completed,0,0,1,0.10901,0.11468,85,146325,192221,14419456,6,24,52,0,17,1,5,0,0,0.00000,0,0,0
snippet,1,fatex_56,0,,,39,completed,15,1,0,,0.94630,406,486465,1255401,188099200,43,160,116,0,49,11,80,0,0,0.00000,0,0,1
snippet,1,fatex_57,1,229,2,3,completed,0,0,1,0.11071,0.11330,91,123932,191684,15100416,3,33,61,0,20,0,4,0,0,0.00000,0,0,0
snippet,1,fatex_58,1,352,7,31,completed,0,0,1,0.66263,0.67097,270,321396,673263,156234368,31,116,81,0,29,9,30,0,0,0.00000,0,0,0
snippet,1,fatex_59,1,173,12,1,completed,0,0,1,0.05923,0.06056,65,88013,111036,6124928,1,26,34,0,16,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_61,1,394,5,17,completed,0,0,1,0.34345,0.35047,180,238837,424808,70745728,17,57,78,0,52,1,18,0,0,0.00000,0,0,0
snippet,1,fatex_62,0,,,24,budget_exceeded,1,1,0,,1.00202,526,619934,962831,230583552,68,159,190,0,84,3,85,0,0,0.00000,0,0,1
snippet,1,fatex_64,1,878,67,93,completed,1,0,1,0.84718,0.85134,446,369571,715387,214031104,94,93,75,0,89,0,107,0,0,0.00000,0,0,1
snippet,1,fatex_65,0,,,5,budget_exceeded,2,1,0,,1.00195,486,532510,1173082,213907072,12,255,181,0,59,10,17,0,0,0.00000,0,0,1
snippet,1,fatex_66,1,1074,19,23,completed,1,0,1,0.64421,0.64708,253,370383,709475,141631744,25,86,62,0,48,3,46,0,0,0.00000,0,0,1
snippet,1,fatex_67,1,956,29,46,completed,1,0,1,0.68368,0.68879,319,359823,705863,157418112,48,81,90,0,78,2,56,0,0,0.00000,0,0,1
snippet,1,fatex_68,1,388,12,10,completed,0,0,1,0.20008,0.20582,106,186824,342537,29911040,10,23,76,0,27,3,8,0,0,0.00000,0,0,0
snippet,1,fatex_69,1,267,6,3,completed,0,0,1,0.11674,0.12042,115,156854,166214,18543488,3,33,142,0,17,3,2,0,0,0.00000,0,0,0
snippet,1,fatex_70,1,29,1,1,completed,0,0,1,0.00780,0.00807,15,19086,16263,303104,1,2,10,0,5,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_71,0,,,3,completed,10,1,0,,0.06970,66,69753,137827,7622400,14,7,38,0,13,0,5,0,0,0.00000,0,0,0
snippet,1,fatex_72,0,,,12,completed,10,1,0,,0.76175,369,364622,591337,194689408,85,45,117,0,56,0,101,0,0,0.00000,0,0,0
snippet,1,fatex_73,0,,,33,budget_exceeded,19,1,0,,1.00261,412,575087,1485859,180733312,105,30,114,0,74,0,106,0,0,0.00000,0,0,1
snippet,1,fatex_74,0,,,4,completed,21,1,0,,0.20912,169,163334,312523,35265664,6,31,111,0,26,5,0,0,0,0.00000,0,0,0
snippet,1,fatex_76,1,355,10,1,completed,0,0,1,0.09253,0.09363,63,130051,171827,9754112,1,33,43,0,11,1,0,0,0,0.00000,0,0,0
snippet,1,fatex_78,0,,,3,completed,18,1,0,,0.20682,137,169593,330999,32285312,5,23,109,0,24,14,0,0,0,0.00000,0,0,0
